user_id	user_name	follower	following	tweet	date	arxiv_url	arxiv_title	arxiv_abstract	arxiv_p_subject	arxiv_s_subject
iBotamon	iBotamon???5 CVPR???	606	"1,861"	これも8万件のレポートからword2vecをゼロベースで構築している。このNeural-Attention Modelは上手く理解できていないけれどself-attentionっぽい？ https://t.co/Ij4vrTJ4PL	2019/7/3 7:38	https://arxiv.org/abs/1708.06828	Classification of Radiology Reports Using Neural Attention Models	"The electronic health record (EHR) contains a large amount ofmulti-dimensional and unstructured clinical data of significant operational andresearch value. Distinguished from previous studies, our approach embraces adouble-annotated dataset and strays away from obscure ""black-box"" models tocomprehensive deep learning models. In this paper, we present a novel neuralattention mechanism that not only classifies clinically important findings.Specifically, convolutional neural networks (CNN) with attention analysis areused to classify radiology head computed tomography reports based on fivecategories that radiologists would account for in assessing acute andcommunicable findings in daily practice. The experiments show that our CNNattention models outperform non-neural models, especially when trained on alarger dataset. Our attention analysis demonstrates the intuition behind theclassifier's decision by generating a heatmap that highlights attended termsused by the CNN model; this is valuable when potential downstream medicaldecisions are to be performed by human experts or the classifier information isto be used in cohort construction such as for epidemiological studies."	Computation and Language (cs.CL)	Artificial Intelligence (cs.AI);Information Retrieval (cs.IR)
barinoriron	てんにょ	"2,095"	301	またも FRB の母銀河特定。星形成率がとても低い銀河とのことで、発生源は old stellar population ではないかとのこと。  A fast radio burst localised to a massive galaxy　https://t.co/S7ikI0gg7O	2019/7/3 10:10	https://arxiv.org/abs/1907.01542	A fast radio burst localised to a massive galaxy	"Intense, millisecond-duration bursts of radio waves have been detected frombeyond the Milky Way [1]. Their extragalactic origins are evidenced by theirlarge dispersion measures, which are greater than expected for propagationthrough the Milky Way interstellar medium alone, and imply contributions fromthe intergalactic medium and potentially host galaxies [2]. Although severaltheories exist for the sources of these fast radio bursts, their intensities,durations and temporal structures suggest coherent emission from highlymagnetised plasma [3,4]. Two sources have been observed to repeat [5,6], andone repeater (FRB 121102) has been localised to the largest star-forming regionof a dwarf galaxy at a cosmological redshift of 0.19 [7, 8]. However, the hostgalaxies and distances of the so far non-repeating fast radio bursts are yet tobe identified. Unlike repeating sources, these events must be observed with aninterferometer with sufficient spatial resolution for arcsecond localisation atthe time of discovery. Here we report the localisation of a fast radio burst(FRB 190523) to a few-arcsecond region containing a single massive galaxy at aredshift of 0.66. This galaxy is in stark contrast to the host of FRB 121102,being a thousand times more massive, with a greater than hundred times lowerspecific star-formation rate. The properties of this galaxy highlight thepossibility of a channel for FRB production associated with older stellarpopulations."	High Energy Astrophysical Phenomena (astro-ph.HE)	Instrumentation and Methods for Astrophysics (astro-ph.IM)
monizuka	GPO: makoto onizuka	642	533	Graph U-Nets: graph pooling においてグラフそのものを縮退させるという大技を導入． https://t.co/JAwyqlGK6P	2019/7/3 11:17	https://arxiv.org/abs/1905.05178	Graph U-Nets	"We consider the problem of representation learning for graph data.Convolutional neural networks can naturally operate on images, but havesignificant challenges in dealing with graph data. Given images are specialcases of graphs with nodes lie on 2D lattices, graph embedding tasks have anatural correspondence with image pixel-wise prediction tasks such assegmentation. While encoder-decoder architectures like U-Nets have beensuccessfully applied on many image pixel-wise prediction tasks, similar methodsare lacking for graph data. This is due to the fact that pooling andup-sampling operations are not natural on graph data. To address thesechallenges, we propose novel graph pooling (gPool) and unpooling (gUnpool)operations in this work. The gPool layer adaptively selects some nodes to forma smaller graph based on their scalar projection values on a trainableprojection vector. We further propose the gUnpool layer as the inverseoperation of the gPool layer. The gUnpool layer restores the graph into itsoriginal structure using the position information of nodes selected in thecorresponding gPool layer. Based on our proposed gPool and gUnpool layers, wedevelop an encoder-decoder model on graph, known as the graph U-Nets. Ourexperimental results on node classification and graph classification tasksdemonstrate that our methods achieve consistently better performance thanprevious models."	Machine Learning (cs.LG)	Machine Learning (stat.ML)
masahiro_sakai	Masahiro Sakai	"1,787"	"1,333"	Principled Deep Neural Network Training through Linear Programming https://t.co/MciqNOXhEi NNの学習(経験損失の最小化)を、2進近似の上で木分解を使って指数的サイズのLPに帰着。直接実用的には使えなさそうで、理論的な洞察に繋がると良いと思うのだけど、自分はあまり理解できてない………	2019/7/3 11:49	https://arxiv.org/abs/1810.03218	Principled Deep Neural Network Training through Linear Programming	"Deep Learning has received significant attention due to its impressiveperformance in many state-of-the-art learning tasks. Unfortunately, while verypowerful, Deep Learning is not well understood theoretically and in particularonly recently results for the complexity of training deep neural networks havebeen obtained. In this work we show that large classes of deep neural networkswith various architectures (e.g., DNNs, CNNs, Binary Neural Networks, andResNets), activation functions (e.g., ReLUs and leaky ReLUs), and lossfunctions (e.g., Hinge loss, Euclidean loss, etc) can be trained to nearoptimality with desired target accuracy using linear programming in time thatis exponential in the input data and parameter space dimension and polynomialin the size of the data set; improvements of the dependence in the inputdimension are known to be unlikely assuming $P\neq NP$, and improving thedependence on the parameter space dimension remains open. In particular, weobtain polynomial time algorithms for training for a given fixed networkarchitecture. Our work applies more broadly to empirical risk minimizationproblems which allows us to generalize various previous results and obtain newcomplexity results for previously unstudied architectures in the properlearning setting."	Machine Learning (cs.LG)	Optimization and Control (math.OC);Machine Learning (stat.ML)
Soliton111	Soliton	78	96	half-BPS op.の4点関数において、特別なR-charge polarizationかつ各BPS状態が非常に重い極限をとれば、4点関数の計算は八角形ダイアグラムの二乗に比例した形でかけるらしい。 で、可積分系テクニックをつかえば、all loopの計算が可能とのこと。  https://t.co/TsADi5yrat https://t.co/WKRsKv4Deu	2019/7/3 12:01	"https://arxiv.org/abs/1903.05038, https://arxiv.org/abs/1905.11467"	"Determinant formula for the octagon form factor in $\mathcal{N}$=4 SYM, The Octagon as a Determinant"	"We compute to all loop orders correlation function of four heavy BPSoperators in $\mathcal{N}$= 4 SYM with special polarisations consideredrecently by Frank Coronado. Our main result is an expression for the octagonform factor as determinant of a semi-infinite matrix. We find that at weakcoupling the entries of this matrix are linear combinations of ladder functionswith simple rational coefficients and give the full perturbative expansion ofthe octagon., The computation of a certain class of four-point functions of heavily chargedBPS operators boils down to the computation of a special form factor - theoctagon. In this paper, which is an extended version of the short note [1], wederive a non-perturbative formula for the square of the octagon as thedeterminant of a semi-infinite skew-symmetric matrix. We show thatperturbatively in the weak coupling limit the octagon is given by a determinantconstructed from the polylogarithms evaluating ladder Feynman graphs. We alsogive a simple operator representation of the octagon in terms of a vacuumexpectation value of massless free bosons or fermions living in the rapidityplane."	"High Energy Physics - Theory (hep-th), High Energy Physics - Theory (hep-th)"	
yu4u	Yusuke Uchida	"4,447"	950	なんかすごいでかい（語彙）カメラ画像からのOCRのためのデータセット (ICDAR 2019) https://t.co/ouadk3eKGj / Brno Mobile OCR Dataset https://t.co/QpvuoNRLKB https://t.co/XYQJkfZgSn	2019/7/3 12:07	https://arxiv.org/abs/1907.01307	Brno Mobile OCR Dataset	"We introduce the Brno Mobile OCR Dataset (B-MOD) for document OpticalCharacter Recognition from low-quality images captured by handheld mobiledevices. While OCR of high-quality scanned documents is a mature field wheremany commercial tools are available, and large datasets of text in the wildexist, no existing datasets can be used to develop and test document OCRmethods robust to non-uniform lighting, image blur, strong noise, built-indenoising, sharpening, compression and other artifacts present in manyphotographs from mobile devices.This dataset contains 2 113 unique pages from random scientific papers, whichwere photographed by multiple people using 23 different mobile devices. Theresulting 19 728 photographs of various visual quality are accompanied byprecise positions and text annotations of 500k text lines. We further providean evaluation methodology, including an evaluation server and a testset withnon-public annotations.We provide a state-of-the-art text recognition baseline build onconvolutional and recurrent neural networks trained with Connectionist TemporalClassification loss. This baseline achieves 2 %, 22 % and 73 % word error rateson easy, medium and hard parts of the dataset, respectively, confirming thatthe dataset is challenging.The presented dataset will enable future development and evaluation ofdocument analysis for low-quality images. It is primarily intended forline-level text recognition, and can be further used for line localization,layout analysis, image restoration and text binarization."	Computer Vision and Pattern Recognition (cs.CV)	
esXFdfOJxiGBFLx	人工知能 Deep Learning AI image medical machine learni	858	"1,901"	マルチGANによるパッチベースでの高解像度医用画像の生成に関するarXivです。 生成に関してはパッチにして計算コストの大きい3DCTや胸部X戦に対応させて、マルチにすることで性能を向上させつつってことだと思うけど、その画像をどう扱うべきかは医師は困りそうではある。 https://t.co/cGgBUpB9gr	2019/7/3 12:33	https://arxiv.org/abs/1907.01376	Multi-scale GANs for Memory-efficient Generation of High Resolution Medical Images	"Currently generative adversarial networks (GANs) are rarely applied tomedical images of large sizes, especially 3D volumes, due to their largecomputational demand. We propose a novel multi-scale patch-based GAN approachto generate large high resolution 2D and 3D images. Our key idea is to firstlearn a low-resolution version of the image and then generate patches ofsuccessively growing resolutions conditioned on previous scales. In a domaintranslation use-case scenario, 3D thorax CTs of size 512x512x512 and thoraxX-rays of size 2048x2048 are generated and we show that, due to the constantGPU memory demand of our method, arbitrarily large images of high resolutioncan be generated. Moreover, compared to common patch-based approaches, ourmulti-resolution scheme enables better image quality and prevents patchartifacts."	Image and Video Processing (eess.IV)	Computer Vision and Pattern Recognition (cs.CV)
hiropon_matsu	HIROPON	88	412	"Bengio Prigogineなんかも引かれている。 ""Learning the Arrow of Time."" https://t.co/YaJ8KQ9jOG"	2019/7/3 13:05	https://arxiv.org/abs/1907.01285	Learning the Arrow of Time	"We humans seem to have an innate understanding of the asymmetric progressionof time, which we use to efficiently and safely perceive and manipulate ourenvironment. Drawing inspiration from that, we address the problem of learningan arrow of time in a Markov (Decision) Process. We illustrate how a learnedarrow of time can capture meaningful information about the environment, whichin turn can be used to measure reachability, detect side-effects and to obtainan intrinsic reward signal. We show empirical results on a selection ofdiscrete and continuous environments, and demonstrate for a class of stochasticprocesses that the learned arrow of time agrees reasonably well with a knownnotion of an arrow of time given by the celebrated Jordan-Kinderlehrer-Ottoresult."	Machine Learning (cs.LG)	Artificial Intelligence (cs.AI)
Kenji_Sugisaki	杉﨑 研司 (Kenji Sugisaki)	360	127	Symmetry Configuration Mapping for Compact Representation of Quantum Chemistry on Quantum Computers https://t.co/KDRvoIXPCC あとで読む。	2019/7/3 14:19	https://arxiv.org/abs/1907.01493	Symmetry Configuration Mapping for Compact Representation of Quantum Chemistry on Quantum Computers	"Near-term quantum computers may be able to significantly speed up complexcomputational tasks, but algorithms that make efficient use of quantumresources are needed. Quantum chemistry is widely regarded as a candidate forthe first demonstration of quantum advantage with near-term quantum computers.In the present work, we demonstrate how taking advantage of the symmetries of amolecule leads to a reduction in the number of qubits required. This reductionin qubits also leads to a reduction in the number of variational parametersneeded to reach chemical accuracy. Furthermore, we show how a simplemodification of the hardware-efficient ansatz for the variational quantumeigensolver yields a factor of 3 reduction in the number of parameters with noloss in accuracy for most problems in quantum chemistry."	Quantum Physics (quant-ph)	
norihitoishida	Norihito Ishida	256	509	https://t.co/IsfZTzv1VF L2正則化はバッチ正規化と一緒にやっても意味なし　覚えました	2019/7/3 14:26	https://arxiv.org/abs/1706.05350	L2 Regularization versus Batch and Weight Normalization	"Batch Normalization is a commonly used trick to improve the training of deepneural networks. These neural networks use L2 regularization, also calledweight decay, ostensibly to prevent overfitting. However, we show that L2regularization has no regularizing effect when combined with normalization.Instead, regularization has an influence on the scale of weights, and therebyon the effective learning rate. We investigate this dependence, both in theory,and experimentally. We show that popular optimization methods such as ADAM onlypartially eliminate the influence of normalization on the learning rate. Thisleads to a discussion on other ways to mitigate this issue."	Machine Learning (cs.LG)	Machine Learning (stat.ML)
takasan_san_san	Kazuaki Takasan / 高三 和晃	"1,622"	"2,005"	arXivはこちら High-frequency Expansion for Floquet Prethermal Phases with Emergent Symmetries: Application to Time Crystals and Floquet Engineering https://t.co/IUURrEbvM5	2019/7/3 15:39	https://arxiv.org/abs/1902.01126	High-frequency Expansion for Floquet Prethermal Phases with Emergent Symmetries: Application to Time Crystals and Floquet Engineering	"Prethermalization, where quasi-steady states are realized in the intermediatelong time regime (prethermal regime), in periodically driven (Floquet) systemsis an important phenomenon since it provides a platform of nontrivial Floquetmany-body physics. In this Letter, we consider Floquet systems with dual energyscales: the Hamiltonian consists of two different terms whose amplitude iseither comparable or much smaller than the frequency. As a result, when thelarger-amplitude drive induces a \mathbb{Z}_N symmetry operation, we obtain theeffective static Hamiltonian respecting a new emergent \mathbb{Z}_N symmetry inhigh frequency expansions, which describes the dynamics of such Floquet systemsin the prethermal regime. As an application of our formulation, we considerprethermal discrete time crystals, in which our formalism gives a general wayto analyze them in the prethermal regime in terms of the static effectiveHamiltonian. We also provide an application to Floquet engineering, with whichwe can perform simultaneous control of phases and symmetries of the systems.This enables us to control symmetry protected topological phases even when theoriginal system does not respect the symmetry."	Mesoscale and Nanoscale Physics (cond-mat.mes-hall)	Other Condensed Matter (cond-mat.other);Statistical Mechanics (cond-mat.stat-mech)
emerson_et_al	えまーそん	224	199	久々に単著出してみました https://t.co/m6sltV5S0m	2019/7/3 17:26	https://arxiv.org/abs/1907.00993	Dynamical Emergence of Scalaron in Higgs Inflation	"We point out that a light scalaron dynamically emerges if scalar fields havea sizable non-minimal coupling to the Ricci scalar as in the Higgs inflationmodel. We support this claim in two ways. One is based on the renormalizationgroup equation; the non-minimal coupling inevitably induces a Ricci scalarquadratic term due to the renormalization group running. The other is based onscattering amplitudes; a scalar four-point amplitude develops a pole aftersumming over a certain class of diagrams, which we identify as the scalaron.Our result implies that the Higgs inflation is actually a two-fieldinflationary model. Another implication is that the Higgs inflation does notsuffer from the unitarity issue since the scalaron pushes up the cut-off scaleto the Planck scale."	High Energy Physics - Phenomenology (hep-ph)	Cosmology and Nongalactic Astrophysics (astro-ph.CO);General Relativity and Quantum Cosmology (gr-qc);High Energy Physics - Theory (hep-th)
NH_M_	Nm?m	"1,131"	427	"Lohitsiri, Tong. Hypercharge Quantisation and Fermat's Last Theorem https://t.co/FWLFdrxm6y 素粒子標準模型とフェルマーの最終定理の関係性が見つかったようです。ハイパーチャージ量子化、ゲージアノマリー相殺、そしてフェルマーの最終定理によって、標準模型の電荷を導出できることがわかった"	2019/7/3 18:06	https://arxiv.org/abs/1907.00514	Hypercharge Quantisation and Fermat's Last Theorem	"What values of the Standard Model hypercharges result in a mathematicallyconsistent quantum field theory? We show that the constraints imposed by thelack of gauge anomalies can be recast as the equation x^3 + y^3 = z^3. Ifhypercharge is quantised, then x, y and z must be integers. The trivial (andonly) solutions, with x=0 or y=0, reproduce the hypercharge assignments seen inNature. This argument does not rely on the mixed gauge-gravitational anomaly,which is automatically vanishing if hypercharge is quantised and the gaugeanomalies vanish."	High Energy Physics - Theory (hep-th)	High Energy Physics - Phenomenology (hep-ph)
hiromichinomata	H. NOMATA	627	979	予測外したときの責任重大感 https://t.co/SoJBAw3bCg	2019/7/3 18:29	https://arxiv.org/abs/1906.11893	HalalNet: A Deep Neural Network that Classifies the Halalness Slaughtered Chicken from their Images	"Halal requirement in food is important for millions of Muslims worldwideespecially for meat and chicken products, insuring that slaughter houses adhereto this requirement is a challenging task to do manually. In this paper amethod is proposed that uses a camera that takes images of slaughtered chickenon the conveyor in a slaughter house, the images are then analyzed by a deepneural network to classify if the image is of a halal slaughtered chicken ornot. However, traditional deep learning models require large amounts of data totrain on, which in this case these amounts of data were challenging to collectespecially the images of non-halal slaughtered chicken, hence this paper showshow the use of one shot learning [1] and transfer learning [2] can reach highaccuracy on the few amounts of data that were available. The architecture usedis based on the Siamese neural networks architecture which ranks the similaritybetween two inputs [3] while using the Xception network [4] as the twinnetworks. We call it HalalNet. This work was done as part of SYCUT (syriahcompliant slaughtering system) which is a monitoring system that monitors thehalalness of the slaughtered chicken in a slaughter house. The data used totrain and validate HalalNet was collected from the Azain slaughtering site(Semenyih, Selangor, Malaysia) containing images of both halal and non-halalslaughtered chicken."	Computer Vision and Pattern Recognition (cs.CV)	Image and Video Processing (eess.IV)
phasetr	相転移P	"3,355"	"1,313"	@yaschan__ https://t.co/EjqSvfadpv もあります。	2019/7/3 19:26					
Dave50425992	Dave@AQUA	128	516	@TaneoKoyama タンパク質の相性？ 生物的なことはわかんないけど、求まる解はハミルトニアンが1番小さい状態(要はエネルギー的に1番安定な状態)だよね。  他のNP問題の解法どうぞ。 https://t.co/eN4Cf7KuBq	2019/7/3 19:33	https://arxiv.org/abs/1302.5843	Ising formulations of many NP problems	"We provide Ising formulations for many NP-complete and NP-hard problems,including all of Karp's 21 NP-complete problems. This collects and extendsmappings to the Ising model from partitioning, covering and satisfiability. Ineach case, the required number of spins is at most cubic in the size of theproblem. This work may be useful in designing adiabatic quantum optimizationalgorithms."	Statistical Mechanics (cond-mat.stat-mech)	Computational Complexity (cs.CC);Data Structures and Algorithms (cs.DS);Quantum Physics (quant-ph)
tenityu	Takayuki Tanabe?	69	119	メモリアロケーターごとの比較ベンチみたいなものってどこで手に入りますかね．．．_mm_malloc の性能が知りたい．今年の SIGMOD ポスターでこれ (https://t.co/PPfECiiQBB ) の発展版は見たんですけど，_mm_malloc が入ってなくて．	2019/7/3 19:38	https://arxiv.org/abs/1905.01135	On the Impact of Memory Allocation on High-Performance Query Processing	"Somewhat surprisingly, the behavior of analytical query engines is cruciallyaffected by the dynamic memory allocator used. Memory allocators highlyinfluence performance, scalability, memory efficiency and memory fairness toother processes. In this work, we provide the first comprehensive experimentalanalysis on the impact of memory allocation for high-performance query engines.We test five state-of-the-art dynamic memory allocators and discuss theirstrengths and weaknesses within our DBMS. The right allocator can increase theperformance of TPC-DS (SF 100) by 2.7x on a 4-socket Intel Xeon server."	Databases (cs.DB)	Performance (cs.PF)
shion_honda	Shion Honda	"1,234"	242	"Deep Drug-Target Binding Affinity Prediction [Ozturk+, 2018, Bioinfo.] タンパク質と化合物の文字列表現をそれぞれCNNでencodeし、それらをDNNに入力して両者の結合を予測するDeepDTAを提案。DavisとKIBAで評価し、CNNの表現学習による精度を確認した。 https://t.co/qTi58Aj5fv #NowReading https://t.co/kVxWkurbrq"	2019/7/3 21:21	https://arxiv.org/abs/1801.10193	DeepDTA: Deep Drug-Target Binding Affinity Prediction	"The identification of novel drug-target (DT) interactions is a substantialpart of the drug discovery process. Most of the computational methods that havebeen proposed to predict DT interactions have focused on binary classification,where the goal is to determine whether a DT pair interacts or not. However,protein-ligand interactions assume a continuum of binding strength values, alsocalled binding affinity and predicting this value still remains a challenge.The increase in the affinity data available in DT knowledge-bases allows theuse of advanced learning techniques such as deep learning architectures in theprediction of binding affinities. In this study, we propose a deep-learningbased model that uses only sequence information of both targets and drugs topredict DT interaction binding affinities. The few studies that focus on DTbinding affinity prediction use either 3D structures of protein-ligandcomplexes or 2D features of compounds. One novel approach used in this work isthe modeling of protein sequences and compound 1D representations withconvolutional neural networks (CNNs). The results show that the proposed deeplearning based model that uses the 1D representations of targets and drugs isan effective approach for drug target binding affinity prediction. The model inwhich high-level representations of a drug and a target are constructed viaCNNs achieved the best Concordance Index (CI) performance in one of our largerbenchmark data sets, outperforming the KronRLS algorithm and SimBoost, astate-of-the-art method for DT binding affinity prediction."	Machine Learning (stat.ML)	Machine Learning (cs.LG)
mocobt	mocobt??	225	454	分子構造の学習でGCNは使われていたり。 https://t.co/l78WSOUKkN #xpaperchallenge	2019/7/3 21:22	https://arxiv.org/abs/1805.11973	MolGAN: An implicit generative model for small molecular graphs	"Deep generative models for graph-structured data offer a new angle on theproblem of chemical synthesis: by optimizing differentiable models thatdirectly generate molecular graphs, it is possible to side-step expensivesearch procedures in the discrete and vast space of chemical structures. Weintroduce MolGAN, an implicit, likelihood-free generative model for smallmolecular graphs that circumvents the need for expensive graph matchingprocedures or node ordering heuristics of previous likelihood-based methods.Our method adapts generative adversarial networks (GANs) to operate directly ongraph-structured data. We combine our approach with a reinforcement learningobjective to encourage the generation of molecules with specific desiredchemical properties. In experiments on the QM9 chemical database, wedemonstrate that our model is capable of generating close to 100% validcompounds. MolGAN compares favorably both to recent proposals that usestring-based (SMILES) representations of molecules and to a likelihood-basedmethod that directly generates graphs, albeit being susceptible to modecollapse."	Machine Learning (stat.ML)	Machine Learning (cs.LG)
akihiro_akichan	akihiro_f	122	118	https://t.co/SwjxcFA9jQ 料理画像から材料と作り方を生成する研究。ResNetで特徴量を抽出して材料を推定、Transformer Decoderで再帰的に作り方を構成、という作りになっている。ドメイン絞れば、材料のレコメンドくらいには使えそう。料理写真から材料推定→カロリー計算とかできないかな https://t.co/TorBPMRQCS	2019/7/3 21:25	https://arxiv.org/abs/1812.06164	Inverse Cooking: Recipe Generation from Food Images	"People enjoy food photography because they appreciate food. Behind each mealthere is a story described in a complex recipe and, unfortunately, by simplylooking at a food image we do not have access to its preparation process.Therefore, in this paper we introduce an inverse cooking system that recreatescooking recipes given food images. Our system predicts ingredients as sets bymeans of a novel architecture, modeling their dependencies without imposing anyorder, and then generates cooking instructions by attending to both image andits inferred ingredients simultaneously. We extensively evaluate the wholesystem on the large-scale Recipe1M dataset and show that (1) we improveperformance w.r.t. previous baselines for ingredient prediction; (2) we areable to obtain high quality recipes by leveraging both image and ingredients;(3) our system is able to produce more compelling recipes than retrieval-basedapproaches according to human judgment. We make code and models publiclyavailable."	Computer Vision and Pattern Recognition (cs.CV)	
s_aiueo32	さしすせ	325	430	GraphSAGEと同じ著者なのか - https://t.co/m6InY1gbBT #xpaperchallenge	2019/7/3 21:32	https://arxiv.org/abs/1806.01445	Embedding Logical Queries on Knowledge Graphs	"Learning low-dimensional embeddings of knowledge graphs is a powerfulapproach used to predict unobserved or missing edges between entities. However,an open challenge in this area is developing techniques that can go beyondsimple edge prediction and handle more complex logical queries, which mightinvolve multiple unobserved edges, entities, and variables. For instance, givenan incomplete biological knowledge graph, we might want to predict ""em whatdrugs are likely to target proteins involved with both diseases X and Y?"" -- aquery that requires reasoning about all possible proteins that {\em might}interact with diseases X and Y. Here we introduce a framework to efficientlymake predictions about conjunctive logical queries -- a flexible but tractablesubset of first-order logic -- on incomplete knowledge graphs. In our approach,we embed graph nodes in a low-dimensional space and represent logical operatorsas learned geometric operations (e.g., translation, rotation) in this embeddingspace. By performing logical operations within a low-dimensional embeddingspace, our approach achieves a time complexity that is linear in the number ofquery variables, compared to the exponential complexity required by a naiveenumeration-based approach. We demonstrate the utility of this framework in twoapplication studies on real-world datasets with millions of relations:predicting logical relationships in a network of drug-gene-disease interactionsand in a graph-based representation of social interactions derived from apopular web forum."	Social and Information Networks (cs.SI)	Machine Learning (cs.LG);Machine Learning (stat.ML)
yoshi_and_aki	Yoshi-aki Shimada	624	831	"ISCA2019のMartonoshiグループの「Full-Stack, Real-System Quantum Computer Studies」なかなか面白い。Rigetti（超伝導）, IBM（超伝導）, UMD（イオントラップ）の量子コンピュータを複数のプログラムで性能比較。UMDマシンが良いっぽいなぁ。https://t.co/AsuLErJ0Xg"	2019/7/3 22:13	https://arxiv.org/abs/1905.11349	"Full-Stack, Real-System Quantum Computer Studies: Architectural Comparisons and Design Insights"	"In recent years, Quantum Computing (QC) has progressed to the point wheresmall working prototypes are available for use. Termed Noisy Intermediate-ScaleQuantum (NISQ) computers, these prototypes are too small for large benchmarksor even for Quantum Error Correction, but they do have sufficient resources torun small benchmarks, particularly if compiled with optimizations to make useof scarce qubits and limited operation counts and coherence times. QC has notyet, however, settled on a particular preferred device implementationtechnology, and indeed different NISQ prototypes implement qubits with verydifferent physical approaches and therefore widely-varying device and machinecharacteristics.Our work performs a full-stack, benchmark-driven hardware-software analysisof QC systems. We evaluate QC architectural possibilities, software-visiblegates, and software optimizations to tackle fundamental design questions aboutgate set choices, communication topology, the factors affecting benchmarkperformance and compiler optimizations. In order to answer key cross-technologyand cross-platform design questions, our work has built the first top-to-bottomtoolflow to target different qubit device technologies, includingsuperconducting and trapped ion qubits which are the current QC front-runners.We use our toolflow, TriQ, to conduct {\em real-system} measurements on 7running QC prototypes from 3 different groups, IBM, Rigetti, and University ofMaryland. From these real-system experiences at QC's hardware-softwareinterface, we make observations about native and software-visible gates fordifferent QC technologies, communication topologies, and the value ofnoise-aware compilation even on lower-noise platforms. This is the largestcross-platform real-system QC study performed thus far; its results have thepotential to inform both QC device and compiler design going forward."	Quantum Physics (quant-ph)	
tomonoritotani	"戸谷友則 (TOTANI, Tomonori)"	352	0	https://t.co/VTFF77PRiE 先日ツイートした、単発の高速電波バーストとして始めて FRB 180924 に母銀河が同定されたというニュースに続き、別チームが FRB 190523 の母銀河を同定。こちらも、大きめで星形成をあまりしていない銀河ということで、古い星種族からの FRB を支持。	2019/7/3 23:04	https://arxiv.org/abs/1907.01542	A fast radio burst localised to a massive galaxy	"Intense, millisecond-duration bursts of radio waves have been detected frombeyond the Milky Way [1]. Their extragalactic origins are evidenced by theirlarge dispersion measures, which are greater than expected for propagationthrough the Milky Way interstellar medium alone, and imply contributions fromthe intergalactic medium and potentially host galaxies [2]. Although severaltheories exist for the sources of these fast radio bursts, their intensities,durations and temporal structures suggest coherent emission from highlymagnetised plasma [3,4]. Two sources have been observed to repeat [5,6], andone repeater (FRB 121102) has been localised to the largest star-forming regionof a dwarf galaxy at a cosmological redshift of 0.19 [7, 8]. However, the hostgalaxies and distances of the so far non-repeating fast radio bursts are yet tobe identified. Unlike repeating sources, these events must be observed with aninterferometer with sufficient spatial resolution for arcsecond localisation atthe time of discovery. Here we report the localisation of a fast radio burst(FRB 190523) to a few-arcsecond region containing a single massive galaxy at aredshift of 0.66. This galaxy is in stark contrast to the host of FRB 121102,being a thousand times more massive, with a greater than hundred times lowerspecific star-formation rate. The properties of this galaxy highlight thepossibility of a channel for FRB production associated with older stellarpopulations."	High Energy Astrophysical Phenomena (astro-ph.HE)	Instrumentation and Methods for Astrophysics (astro-ph.IM)
Soliton111	Soliton	78	96	fishnet theoryのholographic dual(?)できてたのかw 作用は近接相互作用をもつ点粒子の集まりのものでかけて、ある意味でAdS5上のstringを離散化したものとみなせるみたいですね。 順当ではある。  https://t.co/om99PMTzke https://t.co/mfsaUU2Zmv	2019/7/3 23:15	"https://arxiv.org/abs/1903.10508, https://arxiv.org/abs/1907.01001"	"The Holographic Fishchain, Quantum Fishchain in $AdS_5$"	"We present the first-principle derivation of a weak-strong duality betweenthe fishnet theory in four dimensions and a discretized string-like modelliving in five dimensions. At strong coupling, the dual description becomesclassical and we demonstrate explicitly the classical integrability of themodel. We test our results by reproducing the strong coupling limit of the$4$-point correlator computed before non-perturbatively from the conformalpartial wave expansion. Due to the extreme simplicity of our model, it couldprovide an ideal playground for holography with no super-symmetry. Furthermore,since the fishnet model and ${\cal N}=4$ SYM theory are continuously linked ourconsideration could shed light on the derivation of AdS/CFT for the latter., In our previous paper we derived the holographic dual of the planar fishnetCFT in four dimensions. The dual model becomes classical in the stronglycoupled regime of the CFT and takes the form of an integrable chain ofparticles in five dimensions. Here we study the theory at the quantum level. Byapplying the canonical quantization procedure with constraints, we show thatthe model describes a quantum chain of particles propagating in $AdS_5$. Weprove the duality at the full quantum level in the ${\mathfrak u}(1)$ sectorand reproduce exactly the spectrum for the cases when it is known analytically."	"High Energy Physics - Theory (hep-th), High Energy Physics - Theory (hep-th)"	"Mathematical Physics (math-ph), Mathematical Physics (math-ph)"
